I	O
.	O

Les	O
formes	O

C	O
'	O
était	O
mille	O
ans	O
avant	O
le	O
massement	O
civilisateur	O
d	O
'	O
où	O
surgirent	O
plus	O
tard	O
Ninive	B-LOC
,	O
Babylone	B-LOC
,	O
Ecbatane	B-LOC
.	O

La	O
tribu	O
nomade	O
de	O
Pjehou	B-PER
,	O
avec	O
ses	O
ânes	O
,	O
ses	O
chevaux	O
,	O
son	O
bétail	O
,	O
traversait	O
la	B-LOC
forêt	I-LOC
farouche	O
de	B-LOC
Kzour	I-LOC
,	O
vers	O
le	O
crépuscule	O
,	O
dans	O
la	O
nappe	O
des	O
rayons	O
obliques	O
.	O

Le	O
chant	O
du	O
déclin	O
s	O
'	O
enﬂait	O
,	O
planait	O
,	O
descendait	O
des	O
nichées	O
harmonieuses	O
.	O

Tout	O
le	O
monde	O
étant	O
très	O
las	O
,	O
on	O
se	O
taisait	O
,	O
en	O
quête	O
d	O
'	O
une	O
belle	O
clairière	O
où	O
la	O
tribu	O
pût	O
allumer	O
le	O
feu	O
sacré	O
,	O
faire	O
le	O
repas	O
du	O
soir	O
,	O
dormir	O
à	O
l	O
'	O
abri	O
des	O
brutes	O
,	O
derrière	O
la	O
double	O
rampe	O
de	O
brasiers	O
rouges	O
.	O

Les	O
nues	O
s	O
'	O
opalisèrent	O
,	O
les	O
contrées	O
illusoires	O
vaguèrent	O
aux	O
quatre	O
horizons	O
,	O
les	O
dieux	O
nocturnes	O
soufﬂèrent	O
le	O
chant	O
berceur	O
,	O
et	O
la	O
tribu	O
marchait	O
encore	O
.	O

Un	O
éclaireur	O
reparut	O
au	O
galop	O
,	O
annonçant	O
la	O
clairière	O
et	O
l	O
'	O
eau	O
,	O
une	O
source	O
pure	O
.	O

La	O
tribu	O
poussa	O
trois	O
longs	O
cris	O
;	O
tous	O
allèrent	O
plus	O
vite	O
:	O
des	O
rires	O
puérils	O
s	O
'	O
épan	O
-	O
chèrent	O
;	O
les	O
chevaux	O
et	O
les	O
ânes	O
même	O
,	O
accoutumés	O
à	O
reconnaître	O
l	O
'	O
approche	O
de	O
la	O
halte	O
,	O
d	O
'	O
après	O
le	O
retour	O
des	O
coureurs	O
et	O
les	O
acclamations	O
des	O
nomades	O
,	O
ﬁèrement	O
dressaient	O
l	O
'	O
encolure	O
.	O

La	O
clairière	O
apparut	O
.	O

La	O
source	O
charmante	O
y	O
trouait	O
sa	O
route	O
entre	O
des	O
mousses	O
et	O
des	O
arbustes	O
.	O

Une	O
fantasmagorie	O
se	O
montra	O
aux	O
nomades	O
.	O

C	O
'	O
était	O
d	O
'	O
abord	O
un	O
grand	O
cercle	O
de	O
cônes	O
bleuâtres	O
,	O
translucides	O
,	O
la	O
pointe	O
en	O
haut	O
,	O
chacun	O
du	O
volume	O
à	O
peu	O
près	O
de	O
la	O
moitié	O
d	O
'	O
un	O
homme	O
.	O

Quelques	O
raies	O
claires	O
,	O
quelques	O
circonvolutions	O
sombres	O
,	O
parsemaient	O
leur	O
surface	O
;	O
tous	O
avaient	O
vers	O
la	O
base	O
une	O
étoile	O
éblouissante	O
.	O

Plus	O
loin	O
,	O
aussi	O
étranges	O
,	O
des	O
strates	O
se	O
posaient	O
verticalement	O
,	O
assez	O
semblables	O
à	O
de	O
l	O
'	O
écorce	O
de	O
bouleau	O
et	O
madrées	O
d	O
'	O
ellipses	O
versicolores	O
.	O

Il	O
y	O
avait	O
encore	O
,	O
deci	O
de	O
-	O
là	O
,	O
des	O
Formes	O
presque	O
cylindriques	O
,	O
variées	O
d	O
'	O
ailleurs	O
,	O
les	O
unes	O
minces	O
et	O
hautes	O
,	O
les	O
autres	O
basses	O
et	O
trapues	O
,	O
toutes	O
de	O
couleur	O
bronzée	O
,	O
pointillées	O
de	O
vert	O
,	O
toutes	O
possédant	O
,	O
comme	O
les	O
strates	O
,	O
le	O
caractéristique	O
point	O
de	O
lumière	O
.	O

La	O
tribu	O
regardait	O
,	O
ébahie	O
.	O

Une	O
superstitieuse	O
crainte	O
ﬁgeait	O
les	O
plus	O
braves	O
,	O
grossissante	O
encore	O
quand	O
les	O
Formes	O
se	O
prirent	O
à	O
onduler	O
dans	O
les	O
ombres	O
grises	O
de	O
la	O
clairière	O
.	O

Et	O
soudain	O
,	O
les	O
étoiles	O
tremblant	O
,	O
vacillant	O
,	O
les	O
cônes	O
s	O
'	O
allongèrent	O
,	O
les	O
cylindres	O
et	O
les	O
strates	O
bruissèrent	O
comme	O
de	O
l	O
'	O
eau	O
jetée	O
sur	O
une	O
ﬂamme	O
,	O
tous	O
progressant	O
vers	O
les	O
nomades	O
avec	O
une	O
vitesse	O
accélérée	O
.	O

La	O
tribu	O
,	O
dans	O
l	O
'	O
ensorcellement	O
de	O
ce	O
spectacle	O
,	O
ne	O
bougeait	O
point	O
,	O
continuait	O
à	O
regarder	O
.	O

Les	O
Formes	O
abordèrent	O
.	O

Le	O
choc	O
fut	O
épouvantable	O
.	O

Guerriers	O
,	O
femmes	O
,	O
enfants	O
,	O
par	O
grappes	O
,	O
croulaient	O
sur	O
le	O
sol	O
de	O
la	O
forêt	O
,	O
mystérieusement	O
frappés	O
comme	O
du	O
glaive	O
de	O
la	O
foudre	O
.	O

Alors	O
,	O
aux	O
survivants	O
,	O
la	O
ténébreuse	O
terreur	O
rendit	O
la	O
force	O
,	O
les	O
ailes	O
de	O
la	O
fuite	O
agile	O
.	O

Et	O
les	O
Formes	O
,	O
massées	O
d	O
'	O
abord	O
,	O
ordonnées	O
par	O
rangs	O
,	O
s	O
'	O
éparpillèrent	O
autour	O
de	O
la	O
tribu	O
,	O
impitoyablement	O
attachées	O
aux	O
fuyards	O
.	O

L	O
'	O
affreuse	O
attaque	O
,	O
pourtant	O
,	O
n	O
'	O
était	O
pas	O
infaillible	O
:	O
elle	O
tuait	O
les	O
uns	O
,	O
étourdissait	O
les	O
autres	O
,	O
jamais	O
ne	O
blessait	O
.	O

Quelques	O
gouttes	O
rouges	O
jaillissaient	O
des	O
narines	O
des	O
yeux	O
,	O
des	O
oreilles	O
des	O
agonisants	O
,	O
mais	O
les	O
autres	O
,	O
intacts	O
,	O
bientôt	O
se	O
relevaient	O
,	O
reprenaient	O
la	O
course	O
fantastique	O
,	O
dans	O
le	O
blêmissement	O
crépusculaire	O
.	O

Quelle	O
que	O
fût	O
la	O
nature	O
des	O
Formes	O
,	O
elles	O
agissaient	O
à	O
la	O
façon	O
des	O
êtres	O
,	O
nullement	O
à	O
la	O
façon	O
des	O
éléments	O
,	O
ayant	O
comme	O
des	O
êtres	O
l	O
'	O
inconstance	O
et	O
la	O
diversité	O
des	O
allures	O
,	O
choisissant	O
évidemment	O
leurs	O
victimes	O
,	O
ne	O
confondant	O
pas	O
les	O
nomades	O
avec	O
des	O
plantes	O
ni	O
même	O
avec	O
les	O
animaux	O
.	O

Bientôt	O
les	O
plus	O
véloces	O
perçurent	O
qu	O
'	O
on	O
ne	O
les	O
poursuivait	O
plus	O
.	O

Épuisés	O
,	O
déchirés	O
,	O
ils	O
osèrent	O
se	O
retourner	O
enﬁn	O
vers	O
le	O
prodige	O
.	O

Au	O
loin	O
entre	O
les	O
troncs	O
noyés	O
d	O
'	O
ombre	O
,	O
continuait	O
la	O
poursuite	O
resplendissante	O
.	O

Et	O
les	O
Formes	O
,	O
de	O
préférence	O
,	O
pourchassaient	O
,	O
massacraient	O
les	O
guerriers	O
,	O
souvent	O
dédaignaient	O
les	O
faibles	O
,	O
la	O
femme	O
,	O
l	O
'	O
enfant	O
.	O

Ainsi	O
,	O
à	O
distance	O
,	O
dans	O
la	O
nuit	O
toute	O
venue	O
,	O
la	O
scène	O
était	O
plus	O
surnaturelle	O
,	O
plus	O
écrasante	O
aux	O
cerveaux	O
barbares	O
.	O

Les	O
guerriers	O
allaient	O
recommencer	O
la	O
fuite	O
.	O

Une	O
observation	O
capitale	O
les	O
arrêta	O
:	O
c	O
'	O
est	O
que	O
,	O
quels	O
que	O
fussent	O
les	O
fugitifs	O
,	O
les	O
Formes	O
abandonnaient	O
la	O
poursuite	O
au	O
-	O
delà	O
d	O
'	O
une	O
limite	O
ﬁxe	O
.	O

Et	O
,	O
si	O
lasse	O
,	O
si	O
impotente	O
que	O
fût	O
la	O
victime	O
,	O
même	O
évanouie	O
,	O
dès	O
que	O
cette	O
frontière	O
idéale	O
était	O
franchie	O
,	O
tout	O
péril	O
aussitôt	O
cessait	O
.	O

Cette	O
très	O
rassurante	O
remarque	O
,	O
bientôt	O
conﬁrmée	O
par	O
cinquante	O
faits	O
,	O
tran	O
-	O
quillisa	O
les	O
nerfs	O
frénétiques	O
des	O
fuyards	O
.	O

Ils	O
osèrent	O
attendre	O
leurs	O
compagnons	O
,	O
leurs	O
femmes	O
,	O
et	O
leurs	O
pauvres	O
petits	O
échappés	O
à	O
la	O
tuerie	O
.	O

Même	O
,	O
un	O
d	O
'	O
eux	O
,	O
leur	O
héros	O
,	O
abruti	O
d	O
'	O
abord	O
,	O
effaré	O
par	O
le	O
surhumain	O
de	O
l	O
'	O
aventure	O
,	O
retrouva	O
le	O
soufﬂe	O
de	O
sa	O
grande	O
âme	O
,	O
alluma	O
un	O
foyer	O
,	O
emboucha	O
la	O
corne	O
de	O
bufﬂe	O
pour	O
guider	O
les	O
fugitifs	O
.	O

Alors	O
,	O
un	O
à	O
un	O
,	O
vinrent	O
les	O
misérables	O
.	O

Beaucoup	O
,	O
éclopés	O
,	O
se	O
traînaient	O
sur	O
les	O
mains	O
.	O

Des	O
femmes	O
-	O
mères	O
,	O
avec	O
l	O
'	O
indomptable	O
force	O
maternelle	O
,	O
avaient	O
gardé	O
,	O
rassemblé	O
,	O
porté	O
le	O
fruit	O
de	O
leurs	O
entrailles	O
à	O
travers	O
la	O
mêlée	O
hagarde	O
.	O

Et	O
beaucoup	O
d	O
'	O
ânes	O
,	O
de	O
chevaux	O
,	O
de	O
boeufs	O
,	O
reparurent	O
,	O
moins	O
affolés	O
que	O
les	O
hommes	O
.	O

Nuit	O
lugubre	O
,	O
passée	O
dans	O
le	O
silence	O
,	O
sans	O
sommeil	O
,	O
où	O
les	O
guerriers	O
sentirent	O
continuellement	O
trembler	O
leurs	O
vertèbres	O
.	O

Mais	O
l	O
'	O
aube	O
vint	O
,	O
s	O
'	O
insinua	O
pâle	O
à	O
travers	O
les	O
gros	O
feuillages	O
,	O
puis	O
la	O
fanfare	O
aurorale	O
,	O
de	O
couleurs	O
,	O
d	O
'	O
oiseaux	O
retentissants	O
,	O
exhorta	O
à	O
vivre	O
,	O
à	O
rejeter	O
les	O
terreurs	O
de	O
la	O
Ténèbre	O
.	O

Le	B-PER
Héros	I-PER
,	O
le	O
chef	O
naturel	O
,	O
rassemblant	O
la	O
foule	O
par	O
groupes	O
,	O
commença	O
le	O
dénombrement	O
de	O
la	O
tribu	O
.	O

La	O
moitié	O
des	O
guerriers	O
,	O
deux	O
cents	O
,	O
manquait	O
à	O
l	O
'	O
appel	O
.	O

Beaucoup	O
moindre	O
était	O
la	O
perte	O
des	O
femmes	O
et	O
presque	O
nulle	O
celle	O
des	O
enfants	O
.	O

Quand	O
ce	O
dénombrement	O
fut	O
terminé	O
,	O
qu	O
'	O
on	O
eut	O
rassemblé	O
les	O
bêtes	O
de	O
somme	O
(	O
peu	O
manquaient	O
,	O
par	O
la	O
supériorité	O
de	O
l	O
'	O
instinct	O
sur	O
la	O
raison	O
pendant	O
les	O
débâcles	O
)	O
,	O
le	B-PER
Héros	I-PER
disposa	O
la	O
tribu	O
suivant	O
l	O
'	O
arrangement	O
accoutumé	O
,	O
puis	O
,	O
ordonnant	O
à	O
tous	O
de	O
l	O
'	O
attendre	O
,	O
seul	O
,	O
pâle	O
,	O
il	O
se	O
dirigea	O
vers	O
la	O
clairière	O
.	O

Nul	O
,	O
même	O
de	O
loin	O
,	O
n	O
'	O
osa	O
le	O
suivre	O
.	O

Il	O
se	O
dirigea	O
là	O
où	O
les	O
arbres	O
s	O
'	O
espaçaient	O
largement	O
,	O
dépassa	O
légèrement	O
la	O
limite	O
observée	O
la	O
veille	O
et	O
regarda	O
.	O

Au	O
loin	O
,	O
dans	O
la	O
transparence	O
fraîche	O
du	O
matin	O
,	O
coulait	O
la	O
jolie	O
source	O
;	O
sur	O
les	O
bords	O
,	O
réunie	O
,	O
la	O
troupe	O
fantastique	O
des	O
Formes	O
resplendissait	O
.	O

Leur	O
couleur	O
avait	O
varié	O
.	O

Les	B-LOC
Cônes	I-LOC
étaient	O
plus	O
compacts	O
,	O
leur	O
teinte	O
turquoise	O
ayant	O
verdi	O
,	O
les	B-LOC
Cylindres	I-LOC
se	O
nuaient	O
de	O
violet	O
et	O
les	B-LOC
Strates	I-LOC
ressemblaient	O
à	O
du	O
cuivre	O
vierge	O
.	O

Mais	O
chez	O
toutes	O
,	O
l	O
'	O
étoile	O
pointait	O
ses	O
rayons	O
qui	O
,	O
même	O
à	O
la	O
lumière	O
diurne	O
,	O
éblouis	O
-	O
saient	O
.	O

La	O
métamorphose	O
s	O
'	O
étendait	O
aux	O
contours	O
des	O
fantasmagoriques	O

Entités	O
:	O
des	O
cônes	O
tendaient	O
à	O
s	O
'	O
élargir	O
en	O
cylindres	O
,	O
des	O
cylindres	O
se	O
déployaient	O
,	O
tandis	O
que	O
des	O
strates	O
se	O
curvaient	O
partiellement	O
.	O

Mais	O
,	O
comme	O
la	O
veille	O
,	O
tout	O
à	O
coup	O
les	O
Formes	O
ondulèrent	O
,	O
leurs	O
Étoiles	O
se	O
prirent	O
à	O
palpiter	O
;	O
le	O
Héros	B-PER
,	O
lentement	O
,	O
repassa	O
la	O
frontière	O
de	O
Salut	O
.	O

II	O
.	O

Expédition	O
hiératique	O

La	B-PER
tribu	I-PER
de	I-PER
Pjehou	I-PER
s	O
'	O
arrêta	O
à	O
la	O
porte	O
du	B-LOC
grand	I-LOC
Tabernacle	I-LOC
nomade	O
où	O
les	O
chefs	O
seuls	O
entrèrent	O
.	O

Dans	O
le	O
fond	O
rempli	O
d	O
'	O
astres	O
,	O
sous	O
l	O
'	O
image	O
mâle	O
du	B-PER
Soleil	I-PER
,	O
se	O
tenaient	O
les	O
trois	O
grands	O
-	O
prêtres	O
.	O

Plus	O
bas	O
qu	O
'	O
eux	O
,	O
sur	O
les	O
degrés	O
dorés	O
,	O
les	O
douze	O
sacriﬁcateurs	O
inférieurs	O
.	O

Le	B-PER
Héros	I-PER
s	O
'	O
avança	O
,	O
dit	O
au	O
long	O
la	O
terriﬁque	O
traversée	O
de	O
la	B-LOC
forêt	I-LOC
de	I-LOC
Kzour	I-LOC
,	O
que	O
les	O
prêtres	O
écoutaient	O
,	O
très	O
graves	O
,	O
étonnés	O
,	O
sentant	O
un	O
amoindrissement	O
de	O
leur	O
puissance	O
devant	O
cette	O
aventure	O
inconcevable	O
.	O

Le	O
suprême	O
grand	O
-	O
prêtre	O
exigea	O
que	O
la	O
tribu	O
offrît	O
au	B-LOC
Soleil	I-LOC
douze	O
taureaux	O
,	O
sept	O
onagres	O
,	O
trois	O
étalons	O
.	O

Il	O
reconnut	O
aux	O
Formes	O
les	O
attributs	O
divins	O
,	O
et	O
,	O
après	O
les	O
sa	O
-	O
criﬁces	O
,	O
résolut	O
une	O
expédition	O
hiératique	O
.	O

Tous	O
les	O
prêtres	O
,	O
tous	O
les	O
chefs	O
de	O
la	O
nation	O
zahelal	B-PER
,	O
devaient	O
y	O
assister	O
.	O

Et	O
des	O
messagers	O
parcoururent	O
les	O
monts	O
et	O
les	O
plaines	O
,	O
à	O
cent	O
lieues	O
autour	O
de	O
la	O
place	O
où	O
s	O
'	O
éleva	O
plus	O
tard	O
l	O
'	O
Ecbatane	O
des	O
mages	O
.	O

Partout	O
la	O
ténébreuse	O
histoire	O
faisait	O
se	O
dresser	O
le	O
poil	O
des	O
hommes	O
,	O
partout	O
les	O
chefs	O
obéirent	O
précipitamment	O
à	O
l	O
'	O
appel	O
sacerdotal	O
.	O

Un	O
matin	O
d	O
'	O
automne	O
,	O
le	B-PER
Mâle	I-PER
perça	O
les	O
nues	O
,	O
inonda	O
le	B-LOC
Tabernacle	I-LOC
,	O
atteignit	O
l	O
'	O
autel	O
où	O
fumait	O
un	O
coeur	O
saignant	O
de	O
taureau	O
.	O

Les	O
grands	O
-	O
prêtres	O
,	O
les	O
immola	O
-	O
teurs	O
,	O
cinquante	O
chefs	O
de	O
tribu	O
,	O
poussèrent	O
le	O
cri	O
triomphal	O
.	O

Cent	O
mille	O
nomades	O
,	O
au	O
-	O
dehors	O
,	O
foulant	O
la	O
rosée	O
fraîche	O
,	O
répétèrent	O
la	O
clameur	O
,	O
tournant	O
leurs	O
têtes	O
tannées	O
vers	O
la	O
prodigieuse	O
forêt	B-LOC
de	I-LOC
Kzour	I-LOC
,	O
mollement	O
frissonnante	O
.	O

Le	O
présage	O
était	O
favorable	O
.	O

Alors	O
,	O
les	O
prêtres	O
en	O
tête	O
,	O
tout	O
un	O
peuple	O
marcha	O
à	O
travers	O
les	O
bois	O
.	O

Dans	O
l	O
'	O
aprèsmidi	O
,	O
vers	O
trois	O
heures	O
,	O
le	O
héros	O
de	O
Pjehou	B-PER
arrêta	O
la	O
multitude	O
.	O

La	O
grande	O
clairière	O
roussie	O
par	O
l	O
'	O
automne	O
,	O
un	O
ﬂot	O
de	O
feuilles	O
mortes	O
cachant	O
ses	O
mousses	O
,	O
s	O
'	O
étendait	O
avec	O
majesté	O
;	O
sur	O
les	O
bords	O
de	O
la	O
source	O
,	O
les	O
prêtres	O
aperçurent	O
ce	O
qu	O
'	O
ils	O
venaient	O
adorer	O
et	O
apaiser	O
,	O
les	O
Formes	O
.	O

Elles	O
étaient	O
douces	O
à	O
l	O
'	O
oeil	O
,	O
sous	O
l	O
'	O
ombre	O
des	O
arbres	O
,	O
avec	O
leurs	O
nuances	O
tremblantes	O
,	O
le	O
feu	O
pur	O
de	O
leurs	O
étoiles	O
,	O
leur	O
tranquille	O
évolution	O
au	O
bord	O
de	O
la	O
source	O
.	O

Il	O
faut	O
,	O
dit	O
le	O
grand	O
-	O
prêtre	O
suprême	O
,	O
offrir	O
ici	O
le	O
sacriﬁce	O
qu	O
'	O
ils	O
sachent	O
que	O
nous	O
nous	O
soumettons	O
à	O
leur	O
puissance	O
!	O

Tous	O
les	O
vieillards	O
s	O
'	O
inclinèrent	O
.	O

Une	O
voix	O
s	O
'	O
éleva	O
,	O
cependant	O
.	O

C	O
'	O
était	O
Yushik	B-PER
,	O
de	O
la	B-ORG
tribu	I-ORG
de	I-ORG
Nim	I-ORG
,	O
jeune	O
compteur	O
d	O
'	O
astres	O
,	O
pâle	O
veilleur	O
prophétique	O
,	O
de	O
renommée	O
débutante	O
,	O
qui	O
demanda	O
audacieusement	O
d	O
'	O
approcher	O
plus	O
près	O
des	O
Formes	O
.	O

Mais	O
les	O
vieillards	O
,	O
blanchis	O
dans	O
l	O
'	O
art	O
des	O
sages	O
paroles	O
,	O
triomphèrent	O
:	O
l	O
'	O
autel	O
fut	O
construit	O
,	O
la	O
victime	O
amenée	O
-	O
un	O
éblouissant	O
étalon	O
,	O
superbe	O
serviteur	O
de	O
l	O
'	O
homme	O
.	O

Alors	O
,	O
dans	O
le	O
silence	O
,	O
la	O
prosternation	O
d	O
'	O
un	O
peuple	O
,	O
le	O
couteau	O
d	O
'	O
airain	O
trouva	O
le	O
noble	O
coeur	O
de	O
l	O
'	O
animal	O
.	O

Une	O
grande	O
plainte	O
s	O
'	O
éleva	O
.	O

Et	O
le	O
grand	O
-	O
prêtre	B-PER
:	O
-	O
Êtes	O
-	O
vous	O
apaisés	O
,	O
ô	O
dieux	B-PER
?	O

Là	O
-	O
bas	O
,	O
parmi	O
les	O
troncs	O
silencieux	O
,	O
les	O
Formes	O
circulaient	O
toujours	O
,	O
se	O
faisant	O
reluire	O
,	O
préférant	O
les	O
places	O
où	O
le	O
soleil	O
coulait	O
en	O
ondes	O
plus	O
denses	O
.	O
-	O
Oui	O
,	O
oui	O
,	O
cria	O
l	O
'	O
enthousiaste	O
,	O
ils	O
sont	O
apaisés	O
!	O

Et	O
saisissant	O
le	O
coeur	O
chaud	O
de	O
l	O
'	O
étalon	O
,	O
sans	O
que	O
le	O
grand	O
-	O
prêtre	O
,	O
curieux	O
,	O
pro	O
-	O
nonçât	O
une	O
parole	O
,	O
Yushik	B-PER
se	O
lança	O
par	O
la	O
clairière	O
.	O

Des	O
fanatiques	O
,	O
avec	O
des	O
hurlements	O
,	O
le	O
suivirent	O
.	O

Lentement	O
,	O
les	O
Formes	O
ondulaient	O
,	O
se	O
massant	O
,	O
rasant	O
le	O
sol	O
,	O
puis	O
,	O
soudain	O
,	O
précipitées	O
sur	O
les	O
téméraires	O
,	O
un	O
lamentable	O
massacre	O
épouvanta	O
les	O
cinquante	O
tribus	O
.	O

Six	O
ou	O
sept	O
fugitifs	O
,	O
à	O
grand	O
effort	O
,	O
poursuivis	O
avec	O
acharnement	O
,	O
purent	O
atteindre	O
la	O
limite	O
.	O

Le	O
reste	O
avait	O
vécu	O
et	O
Yushik	B-PER
avec	O
eux	O
.	O
-	O
Ce	O
sont	O
des	O
dieux	O
inexorables	O
!	O

dit	O
solennellement	O
le	O
suprême	O
grand	O
-	O
prêtre	O
.	O

Puis	O
un	O
conseil	O
s	O
'	O
assembla	O
,	O
le	O
vénérable	O
conseil	O
des	O
prêtres	O
,	O
des	O
ancêtres	O
,	O
des	O
chefs	O
.	O

Ils	O
décidèrent	O
de	O
tracer	O
,	O
au	O
-	O
delà	O
de	O
la	O
limite	O
du	O
Salut	O
,	O
une	O
enceinte	O
de	O
pieux	O
,	O
et	O
de	O
forcer	O
,	O
pour	O
la	O
détermination	O
de	O
cette	O
enceinte	O
,	O
des	O
esclaves	O
à	O
s	O
'	O
exposer	O
à	O
l	O
'	O
attaque	O
des	O
Formes	O
sur	O
tout	O
le	O
pourtour	O
successivement	O
.	O

Et	O
cela	O
fut	O
fait	O
.	O

Sous	O
menace	O
de	O
mort	O
,	O
des	O
esclaves	O
entrèrent	O
dans	O
l	O
'	O
enceinte	O
.	O

Très	O
peu	O
,	O
pourtant	O
y	O
périrent	O
,	O
par	O
l	O
'	O
excellence	O
des	O
précautions	O
.	O

La	O
frontière	O
se	O
trouva	O
fermement	O
établie	O
,	O
rendue	O
à	O
tous	O
visible	O
par	O
son	O
pourtour	O
de	O
pieux	O
.	O

Ainsi	O
ﬁnit	O
heureusement	O
l	O
'	O
expédition	O
hiératique	O
,	O
et	O
les	B-PER
Zahelals	I-PER
se	O
crurent	O
abrités	O
contre	O
le	O
subtil	O
ennemi	O
.	O

III	O
.	O

Les	O
ténèbres	O

Mais	O
le	O
système	O
préventif	O
préconisé	O
par	O
le	O
conseil	O
,	O
bientôt	O
se	O
montra	O
impuissant	O
.	O

Au	O
printemps	O
suivant	O
,	O
les	O
tribus	O
Hertoth	B-PER
et	O
Nazzum	B-PER
passant	O
près	O
de	O
l	O
'	O
enceinte	O
des	O
pieux	O
,	O
sans	O
déﬁance	O
,	O
un	O
peu	O
en	O
désordre	O
,	O
furent	O
cruellement	O
assaillies	O
par	O
les	O
Formes	O
et	O
décimées	O
.	O

Les	O
chefs	O
qui	O
échappèrent	O
au	O
massacre	O
racontèrent	O
au	O
grand	O
conseil	O
Zahelal	B-PER
que	O
les	O
Formes	O
étaient	O
maintenant	O
beaucoup	O
plus	O
nombreuses	O
qu	O
'	O
à	O
l	O
'	O
automne	O
passé	O
.	O

Toutefois	O
,	O
comme	O
auparavant	O
,	O
elles	O
limitaient	O
leur	O
poursuite	O
,	O
mais	O
les	O
frontières	O
s	O
'	O
étaient	O
élargies	O
.	O

Ces	O
nouvelles	O
consternèrent	O
le	O
peuple	O
:	O
il	O
y	O
eut	O
un	O
grand	O
deuil	O
et	O
de	O
grands	O
sa	O
-	O
criﬁces	O
.	O

Puis	O
,	O
le	O
conseil	O
résolut	O
de	O
détruire	O
la	B-LOC
forêt	I-LOC
de	I-LOC
Kzour	I-LOC
par	O
le	O
